Page,Price,Type,Beds,Baths,Area,Location
13,"2,200,000",Villa,6,7,343 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
14,"2,500,000",Villa,11,7,600 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
14,"750,000",Floor,3,3,121 Sq. M.,"Al Nasim Al Sharqi, East Riyadh, Riyadh"
14,"800,000",Floor,3,3,180 Sq. M.,"Najd, Al Jubaylah"
14,"1,100,000",Floor,4,4,170 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
14,"3,750,000",Villa,11,7,350 Sq. M.,"Ghirnatah, East Riyadh, Riyadh"
14,"1,500,000",Apartment,3,3,110 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
14,"770,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
14,"1,200,000",Floor,4,3,157 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
14,"1,800,000",Villa,4,4,200 Sq. M.,"Al Faruq, Central Riyadh, Riyadh"
14,"1,200,000",Floor,3,3,157 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
14,"2,800,000",Villa,5,7,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
14,"1,450,000",Apartment,3,4,"4,980 Sq. M.","Qurtubah, East Riyadh, Riyadh"
14,"590,000",Apartment,5,4,177 Sq. M.,"Al Zuhur, Dammam"
14,"590,000",Apartment,5,4,177 Sq. M.,"Al Zuhur, Dammam"
14,"590,000",Apartment,5,4,177 Sq. M.,"Al Zuhur, Dammam"
14,"770,000",Apartment,5,4,211 Sq. M.,"Al Wahah, Dammam"
14,"820,000",Apartment,5,4,200 Sq. M.,"Al Wahah, Dammam"
14,"850,000",Villa,6,5,192 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
14,"1,999,800",Residential Land,N/A,N/A,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
14,"2,527,200",Residential Land,N/A,N/A,351 Sq. M.,"Al Arid, North Riyadh, Riyadh"
14,"3,744,000",Residential Land,N/A,N/A,832 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
14,"9,568,000",Residential Land,N/A,N/A,832 Sq. M.,"Hittin, North Riyadh, Riyadh"
14,"1,400,000",Villa,5,9,285 Sq. M.,"Al Lulu, Al Khobar"
14,"595,000",Apartment,5,3,167 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
14,"695,000",Apartment,5,3,159 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
15,"1,100,000",Apartment,4,3,138 Sq. M.,"Ghirnatah, East Riyadh, Riyadh"
15,"4,600,000",Villa,6,6,351 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
15,"1,230,000",Residential Building,5,5,,"Al Khalidiyah, Central Riyadh, Riyadh"
15,"540,000",Villa,7,5,131 Sq. M.,"Al Ud, Central Riyadh, Riyadh"
15,"620,000",Apartment,3,3,105 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
15,"520,000",Apartment,3,3,118 Sq. M.,"Al Safa, North Jeddah, Jeddah"
15,"365,000",Apartment,3,3,625 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
15,"3,300,000",Villa,6,7,357 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
15,"4,000,000",Villa,5,3,630 Sq. M.,"Agruba, Al Jubaylah"
15,"830,000",Floor,5,4,260 Sq. M.,"Industrial, Madina"
15,"650,000",Apartment,5,4,171 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
15,"670,000",Villa,5,7,240 Sq. M.,"Al Muruj, Unayzah"
15,"420,000",Apartment,3,4,395 Sq. M.,"Al Rabwa, North Jeddah, Jeddah"
15,"2,500,000",Villa,4,4,265 Sq. M.,"Al Arid, North Riyadh, Riyadh"
15,"4,350,000",Villa,5,5,400 Sq. M.,"Sidra, Riyadh"
15,"700,000",Apartment,2,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
15,"600,000",Apartment,3,3,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
15,"200,000",Residential Land,N/A,N/A,500 Sq. M.,Alhafnuh 9
15,"550,000",Apartment,4,3,135 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
15,"1,474,000",Apartment,2,1,134 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
15,"470,000",Apartment,4,3,135 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
15,"1,460,000",Apartment,3,4,200 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
15,"700,000",Apartment,4,4,165 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
15,"1,300,000",Apartment,3,3,181 Sq. M.,"Al Rowais, Central Jeddah, Jeddah"
15,"990,000",Villa,5,4,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
16,"1,200,000",Villa,6,5,450 Sq. M.,"Al Danah, Al Hofuf Eastern Region"
16,"650,000",Apartment,4,3,157 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
16,"10,000,000",Residential Building,N/A,N/A,900 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
16,"950,000",Apartment,6,3,196 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
16,"400,000",Apartment,4,3,113 Sq. M.,"Al Ranuna, Madina"
16,"550,000",Apartment,3,2,123 Sq. M.,"Alhalqah Al Gharbia, Taif"
16,"2,450,000",Villa,5,4,325 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
16,"400,000",Apartment,5,3,145 Sq. M.,"King Fahd, Makkah"
16,"1,250,000",Villa,4,4,420 Sq. M.,"Al Danah, Al Hofuf Eastern Region"
16,"620,000",Apartment,3,3,128 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
16,"1,700,000",Apartment,6,6,"2,000 Sq. M.","Al Nahdah, North Jeddah, Jeddah"
16,"625,000",Apartment,3,3,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
16,"800,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
16,"1,150,000",Apartment,5,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
16,"950,000",Apartment,4,3,127 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
16,"680,000",Apartment,3,3,675 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
16,"850,000",Apartment,3,4,467 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
16,"830,000",Floor,5,4,245 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
16,"2,800,000",Villa,10,6,510 Sq. M.,"Al Hussam, Dammam"
16,"2,100,000",Villa,5,5,328 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
16,"1,450,000",Apartment,3,3,156 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
16,"520,000",Apartment,5,4,180 Sq. M.,"Governmental1, Jeddah"
16,"1,050,000",Villa,5,5,200 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
16,"1,150,000",Residential Land,N/A,N/A,575 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
16,"502,400",Residential Land,N/A,N/A,314 Sq. M.,"Ayn Al Khif, Madina"
17,"820,000",Villa,5,2,339 Sq. M.,"Ar Rimal, Unayzah"
17,"900,000",Floor,4,4,312 Sq. M.,Madina
17,"1,200,000",Villa,6,4,450 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
17,"1,990,000",Villa,3,7,660 Sq. M.,"Al Hussam, Dammam"
17,"1,500,000",Building,N/A,N/A,648 Sq. M.,"Al Sahab, Al-wadeen 3"
17,"550,000",Apartment,4,3,154 Sq. M.,"Shubra, West Riyadh, Riyadh"
17,"1,400,000",Villa,4,4,345 Sq. M.,"Al Taawun, Al Khobar"
17,"8,000,000",Building,N/A,N/A,600 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
17,"549,000",Apartment,6,3,181 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
17,"11,000,000",Building,N/A,N/A,"1,187 Sq. M.","Taiba District, North Jeddah, Jeddah"
17,"600,000",Apartment,3,3,124 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
17,"1,700,000",Apartment,5,4,"2,000 Sq. M.","Al Nahdah, North Jeddah, Jeddah"
17,"860,000",Apartment,3,3,675 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
17,"1,550,000",Apartment,6,5,235 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
17,"1,370,000",Apartment,5,4,194 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
17,"700,000",Apartment,4,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
17,"1,370,000",Apartment,5,4,194 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
17,"585,000",Residential Land,N/A,N/A,390 Sq. M.,"Ayn Al Khif, Madina"
17,"650,000",Apartment,5,3,261 Sq. M.,"Al Raqi, Khamis Mushait"
17,"560,000",Apartment,6,3,202 Sq. M.,"Al Muhammadiyah 2, Jazan"
17,"680,000",Apartment,4,3,137 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
17,"770,000",Apartment,3,3,630 Sq. M.,"Badr, South Riyadh, Riyadh"
17,732,Apartment,5,4,225 Sq. M.,"Governmental1, Jeddah"
17,"740,000",Apartment,4,3,130 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
17,"1,050,000",Floor,5,5,900 Sq. M.,"Alawali, West Riyadh, Riyadh"
18,"1,070,000",Villa,4,4,263 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
18,"2,500,000",Villa,6,7,467 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
18,"620,000",Apartment,4,4,227 Sq. M.,"Al Shulah, Dammam"
18,"550,000",Apartment,5,4,135 Sq. M.,"Al Hamra, Al Khobar"
18,"550,000",Apartment,4,4,135 Sq. M.,"Al Hamra, Al Khobar"
18,"2,400,000",Villa,5,7,500 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
18,"540,000",Apartment,5,4,159 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
18,"1,200,000",Floor,4,3,500 Sq. M.,"Wadi Al Battan, Madina"
18,"4,300,000",Villa,5,6,750 Sq. M.,"Al Andalus, East Riyadh, Riyadh"
18,"1,000",Villa,4,3,600 Sq. M.,"Alawali, West Riyadh, Riyadh"
18,"600,000",Apartment,3,3,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
18,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
18,"950,000",Apartment,4,3,127 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
18,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
18,"750,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
18,"625,000",Apartment,3,3,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
18,"1,150,000",Apartment,5,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
18,"650,000",Floor,5,4,300 Sq. M.,"Okaz, South Riyadh, Riyadh"
18,"1,150,000",Apartment,5,4,162 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
18,"630,000",Apartment,4,4,143 Sq. M.,"Al Naim, North Jeddah, Jeddah"
18,"1,950,000",Villa,6,8,381 Sq. M.,"Al Buhairah, Al Khobar"
18,"2,500,572",Residential Land,N/A,N/A,722 Sq. M.,"King Fahd, Makkah"
18,"1,650,000",Villa,6,8,437 Sq. M.,"Al Sheraa, Al Khobar"
18,"2,900,000",Villa,3,3,245 Sq. M.,"Al Rayyan, East Riyadh, Riyadh"
18,"124,412",Residential Land,N/A,N/A,311 Sq. M.,"City Center, Unayzah"
19,"1,550,000",Villa,2,3,330 Sq. M.,"Al Rabwa, Al Hofuf Eastern Region"
19,"850,000",Apartment,6,4,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
19,"5,200,000",Villa,10,7,400 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
19,"640,000",Apartment,5,4,"1,730 Sq. M.","Al Fayhaa, North Jeddah, Jeddah"
19,"2,700,000",Residential Building,11,11,,"Al Sad, Madina"
19,"3,500,000",Villa,5,3,127 Sq. M.,"Al Nasim Al Sharqi, East Riyadh, Riyadh"
19,"499,000",Apartment,3,4,154 Sq. M.,"Al Sakb, Madina"
19,"1,250,000",Floor,4,4,410 Sq. M.,"Al Danah, Al Hofuf Eastern Region"
19,"460,000",Apartment,3,3,113 Sq. M.,"Al Rabwa, North Jeddah, Jeddah"
19,"740,000",Apartment,4,3,112 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
19,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
19,"700,000",Apartment,4,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
19,"600,000",Apartment,3,3,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
19,"1,370,000",Apartment,5,4,194 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
19,"800,000",Apartment,3,4,467 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
19,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
19,"625,000",Apartment,3,3,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
19,"213,192",Residential Land,N/A,N/A,324 Sq. M.,"Al Salam, Unayzah"
19,"430,000",Apartment,3,4,131 Sq. M.,"Badr, South Riyadh, Riyadh"
19,"8,129,772",Residential Land,N/A,N/A,"40,648 Sq. M.",Mukhtat Rest Houses Al Omariyah
19,"1,625,000",Villa,6,6,360 Sq. M.,Dhahran
19,"399,000",Apartment,3,3,400 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
19,"1,512,000",Residential Land,N/A,N/A,480 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
19,"2,700,000",Rest House,7,5,847 Sq. M.,"Shadhah, Madina"
19,"3,040,000",Residential Land,N/A,N/A,608 Sq. M.,"Al Arid, North Riyadh, Riyadh"
20,"499,000",Apartment,3,3,154 Sq. M.,"Al Sakb, Madina"
20,"1,200,000",Villa,3,3,157 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
20,"2,800,000",Villa,4,6,210 Sq. M.,"Al Rayyan, East Riyadh, Riyadh"
20,"550,000",Apartment,5,4,149 Sq. M.,"Al Hamra, Al Khobar"
20,"900,000",Apartment,5,3,214 Sq. M.,"Al Sulaymaniyah, North Jeddah, Jeddah"
20,"3,300,000",Villa,5,5,357 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
20,"770,000",Apartment,3,3,630 Sq. M.,"Badr, South Riyadh, Riyadh"
20,"770,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
20,"760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
20,"1,230,000",Floor,3,4,300 Sq. M.,"Al Noor District, Obhur Al Janoubiyah, North Jeddah, Jeddah"
20,"700,000",Apartment,4,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
20,"1,150,000",Apartment,5,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
20,"600,000",Apartment,3,3,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
20,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
20,"700,000",Apartment,4,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
20,"600,000",Apartment,3,3,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
20,"1,200,000",Apartment,6,6,728 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
20,"2,350,000",Villa,5,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
20,"970,000",Apartment,7,5,332 Sq. M.,"Al Jamiyin, Dammam"
20,"2,250,000",Villa,10,7,468 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
20,"1,893,478",Residential Land,N/A,N/A,714 Sq. M.,"Al Faisaliyah, Dammam"
20,"390,000",Residential Land,N/A,N/A,780 Sq. M.,"Ar Riyadh Al Thaalith, Al Ahsa"
20,"900,000",Villa,7,5,340 Sq. M.,"Al Qashashia Al Jadid, Makkah"
20,"920,000",Villa,6,5,333 Sq. M.,"Al misyal Al Jadid, Makkah"
20,"2,100,000",Villa,6,6,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
21,"495,000",Apartment,3,3,124 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
21,"1,200,000",Floor,3,3,196 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
21,"4,000,000",Building,10,10,599 Sq. M.,"Al Misfat, South Riyadh, Riyadh"
21,"3,500,000",Villa,7,7,408 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
21,"3,600,000",Villa,6,6,320 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
21,"1,750,000",Floor,4,4,222 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
21,"2,862,000",Residential Land,N/A,N/A,715 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
21,"1,380,000",Residential Land,N/A,N/A,345 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
21,"1,006,950",Residential Land,N/A,N/A,335 Sq. M.,"Manfuhah, Central Riyadh, Riyadh"
21,"2,000,460",Residential Land,N/A,N/A,660 Sq. M.,"Al Qiblatayn, Madina"
21,"700,000",Apartment,4,3,"2,330 Sq. M.","Al Zahraa, North Jeddah, Jeddah"
21,"750,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"625,000",Apartment,3,3,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"1,150,000",Apartment,5,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"750,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"625,000",Apartment,3,3,140 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"800,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
21,"2,000,000",Villa,5,5,210 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
21,"1,750,000",Villa,5,5,273 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
21,"2,600,000",Villa,5,4,413 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
21,"740,000",Apartment,6,5,199 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
21,"2,600,000",Villa,6,7,413 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
21,"860,000",Apartment,6,4,225 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
21,"2,000,000",Villa,4,5,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
21,"850,000",Apartment,3,4,140 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
22,"1,250,000",Apartment,5,4,206 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
22,"8,500,000",Building,3,4,224 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
22,"750,000",Apartment,4,3,138 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
22,"980,000",Apartment,7,6,307 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
22,"950,000",Apartment,4,5,201 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
22,"795,000",Apartment,5,4,195 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
22,"750,000",Apartment,3,3,149 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
22,"5,000,000",Villa,11,6,445 Sq. M.,"Al Wadi, North Riyadh, Riyadh"
22,"1,600,000",Villa,7,4,314 Sq. M.,"Al Umrah, Makkah"
22,"9,551,960",Residential Land,N/A,N/A,"14,047 Sq. M.","Sultanah, Abha"
22,"1,250,000",Apartment,6,6,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
22,"1,150,000",Apartment,5,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
22,"800,000",Apartment,4,4,696 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
22,"550,000",Apartment,2,2,600 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
22,"1,130,000",Apartment,6,5,660 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
22,"840,000",Apartment,3,3,127 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
22,"1,550,000",Floor,4,5,251 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
22,"1,800,000",Villa,8,4,437 Sq. M.,"Al Sheraa, Al Khobar"
22,"1,650,000",Floor,3,4,195 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
22,"1,000,000",Floor,2,3,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
22,"1,350,000",Floor,4,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
22,"3,800,000",Villa,6,6,450 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
22,"1,550,000",Floor,4,5,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
22,"2,400,000",Villa,5,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
22,"1,400,000",Villa,5,5,200 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
23,"1,577,000",Residential Land,N/A,N/A,830 Sq. M.,"Al Nasim, Abha"
23,"1,593,625",Residential Land,N/A,N/A,838 Sq. M.,"Al Nasim, Abha"
23,"6,500,000",Building,N/A,N/A,625 Sq. M.,"Al Naim, North Jeddah, Jeddah"
23,"540,000",Apartment,5,3,163 Sq. M.,"Al Hamra, Al Khobar"
23,"540,000",Apartment,3,4,163 Sq. M.,"Al Hamra, Al Khobar"
23,"540,000",Apartment,4,4,163 Sq. M.,"Al Hamra, Al Khobar"
23,"540,000",Apartment,4,4,163 Sq. M.,"Al Hamra, Al Khobar"
23,"490,000",Apartment,4,4,203 Sq. M.,"Al Danah, Al Hofuf Eastern Region"
23,"2,400,000",Villa,5,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
23,"2,700,540",Residential Land,N/A,N/A,450 Sq. M.,"Al Arid, North Riyadh, Riyadh"
23,"795,000",Apartment,3,4,195 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
23,"1,100,000",Apartment,4,4,186 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
23,"1,350,000",Floor,5,4,227 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
23,"1,030,000",Apartment,5,5,241 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
23,"1,790,000",Villa,8,7,300 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
23,"3,702,187",Land,N/A,N/A,"1,031 Sq. M.","Al Nahdah, North Jeddah, Jeddah"
23,"6,489,000",Residential Land,N/A,N/A,630 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
23,"6,000,000",Building,N/A,N/A,567 Sq. M.,"Bani Harithah, Madina"
23,"900,000",Apartment,5,3,187 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
23,"1,100,000",Apartment,3,3,152 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
23,"509,216",Residential Land,N/A,N/A,367 Sq. M.,"Al Umrah, Makkah"
23,"9,000,000",Land,N/A,N/A,900 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
23,"850,000",Apartment,6,4,219 Sq. M.,"Al Safa, North Jeddah, Jeddah"
23,"980,000",Apartment,5,6,251 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
23,"2,925,000",Land,N/A,N/A,450 Sq. M.,"Al Arid, North Riyadh, Riyadh"
24,"40,000,000",Villa,11,10,"2,512 Sq. M.","Al Rawdah, North Jeddah, Jeddah"
24,"351,000,000",Residential Land,N/A,N/A,780 Sq. M.,"Gharan, Khulais"
24,"500,000",Apartment,4,3,130 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
24,"20,659,750",Land,N/A,N/A,"8,982 Sq. M.","Al Bustan, Al Jubail"
24,"550,000",Apartment,4,3,135 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
24,"1,180,000",Apartment,4,3,"1,500 Sq. M.","Al Munsiyah, East Riyadh, Riyadh"
24,"645,000",Apartment,5,4,186 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
24,"1,400,000",Rest House,4,3,800 Sq. M.,"Shuran, Madina"
24,"650,000",Apartment,5,4,155 Sq. M.,"Al Rabwa, North Jeddah, Jeddah"
24,"1,700,000",Floor,4,6,217 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
24,"1,957,500",Residential Land,N/A,N/A,435 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
24,"2,250,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
24,"760,000",Apartment,5,4,170 Sq. M.,"Al Qusor, Dammam"
24,"590,000",Apartment,5,4,177 Sq. M.,"Al Zuhur, Dammam"
24,"499,000",Apartment,3,3,154 Sq. M.,"Al Sakb, Madina"
24,"499,000",Apartment,4,3,154 Sq. M.,"Al Sakb, Madina"
24,"499,000",Apartment,3,3,154 Sq. M.,"Al Sakb, Madina"
24,"350,000",Villa,5,4,600 Sq. M.,"Al Muhammadiyah, Hafar Al Batin"
24,"353,250",Residential Land,N/A,N/A,392 Sq. M.,"Al Rawdah, Jazan"
24,"10,000,000",Villa,8,11,600 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
24,"2,500,000",Villa,11,9,551 Sq. M.,"Al Amal, Central Riyadh, Riyadh"
24,"800,000",Apartment,6,4,229 Sq. M.,"Al Safa, North Jeddah, Jeddah"
24,"550,000",Apartment,5,3,158 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
24,"79,807,860",Land,N/A,N/A,"2,418 Sq. M.","Al Maabdah, Makkah"
24,"800,000",Floor,3,4,212 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
25,"8,868,000",Residential Land,N/A,N/A,"1,478 Sq. M.","Bani Muawiyah, Madina"
25,"750,000",Apartment,5,5,190 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
25,"1,400,000",Villa,5,5,290 Sq. M.,"Badr, South Riyadh, Riyadh"
25,"640,000",Floor,6,3,193 Sq. M.,"Badr, South Riyadh, Riyadh"
25,"630,000",Floor,5,3,187 Sq. M.,"Badr, South Riyadh, Riyadh"
25,"490,000",Floor,5,3,160 Sq. M.,"Badr, South Riyadh, Riyadh"
25,"630,000",Floor,5,3,201 Sq. M.,"Badr, South Riyadh, Riyadh"
25,"2,200,000",Villa,5,6,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
25,"2,352,394",Residential Land,N/A,N/A,511 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
25,"1,250,000",Villa,7,7,220 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
25,"880,000",Floor,3,4,190 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
25,"1,400,000",Villa,5,6,287 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
25,"700,000",Apartment,4,4,210 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
25,"1,800,000",Villa,8,10,437 Sq. M.,"Al Sheraa, Al Khobar"
25,"2,400,000",Building,N/A,N/A,620 Sq. M.,"Al Wafa Scheme, North Jeddah, Jeddah"
25,"850,000",Apartment,4,3,176 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
25,"950,000",Apartment,4,3,127 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
25,"1,150,000",Apartment,5,4,211 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
